,uid,survey_id,revenue,created_at,duration
2315,0ec5adb7169b73dc0ceeff4ca92f3936,10829694,0.04940195405128205,0.019062720633340663,0.012140489203476254
2318,5d4e7460da067709eb787ab3178046f9,2542813,0.05897435897435897,0.019109017465479924,0.01704596362333111
2319,45e5048388637002e2e0e73940cd55d5,3345369,0.08717948717948718,0.01912059167351474,0.015724397455425008
2360,85c0efdab6bc5af5adf2d7fa2386ca95,10832243,0.18271794871794872,0.019467817914559198,0.015343607203655458
2369,2a85795316cd6185701b3a5dcc9724c9,3345369,0.08717948717948718,0.01952568895473327,0.01377564734342787
2391,6d4abee5ed2d88617e85b595928ebb2a,2537135,0.07076923076923076,0.019722450491325132,0.022489024280978275
2393,0ffd0e466612743a7c6477fcbde741e4,27290603,0.013333333333333334,0.019722450491325132,0.029791237344323863
2418,d9252f18c9a3987091f0d17cc63e1a0c,3341042,0.07487179487179486,0.019849766779708098,0.029119254547083463
2428,edcb774c091f9d03bee7d3e34dccc325,10831735,0.035897435897435895,0.019907637819882175,0.028940059134486027
2439,0af8915d80e14fd18907e86b58aa97ed,2793779,0.05333333333333334,0.02001180569219551,0.028828062001612625
2453,70386730ab927c12d43adef4203412d2,10775313,0.017948717948717947,0.020104399356474033,0.009654152853686811
2505,e2e7bd13b2b74ce52f496de58f6a108f,10828960,0.010769230769230769,0.02042847718144886,0.0252217543230892
2520,e4a4b994d7a209cef0c2ee87a89ff369,10830271,0.08974358974358974,0.020555793469831826,0.021884239763461922
2534,96ef81767e94f81f1824f1f88e27cc30,10762795,0.3230769230769231,0.020659961342145164,0.013081265119612804
2536,a073824abf741288fa509a5b27d7dcf3,10829694,0.04940195405128205,0.02067153555017998,0.011110115581040992
2537,63b732a8dff09f4deff125eb23f1f800,10832227,0.015127179487179489,0.02067153555017998,0.01411163874204807
2540,e03a9eda6afaefce6a05e22b93186b30,10832448,0.005384615384615384,0.02069468396624961,0.021033061553624097
2546,e7fb55cdab8d11061e50b6f79dde0aea,10832127,0.00717948717948718,0.020752555006423687,0.01576919630857437
2572,684aa657a7b436d291f43fdefc30df5d,3336819,0.2917948717948718,0.02098403916711999,0.024706567511871565
2584,a2aac811da47aac393b3739e68710854,2531104,0.035897435897435895,0.021122929663537772,0.006115043454887418
2610,f17acfad56bd46100cde8c41ee45b6c0,2538351,0.04871794871794872,0.021331265408164445,0.020943463847325372
2614,a96d13b025241e28923a14ff71786941,10597913,0.035897435897435895,0.021377562240303707,0.010482931636949957
2651,ec995c4e24928ea7f9d1179319559838,10826148,0.04914696661538461,0.021771085313487426,0.02302661051877059
2692,cb6b22d39fb0d1a7c9b110ae1512fa87,10670327,0.03230769230769231,0.022106737346497065,0.04168533285547878
2697,66cdb7c6296849dbe643084f83744aae,2531107,0.02820512820512821,0.022164608386671142,0.0029343248812829055
2714,a5449ddf3d6c7de74f958e9644ef52b0,10832082,0.012564102564102564,0.022372944131297815,0.003561508825373932
2721,fa87c5584ccbba16f52f4e0f70349342,10831735,0.035897435897435895,0.022477112003611154,0.009138966042469178
2725,f9ab2f2489cff6e5115db530ad963e37,10746299,0.01435897435897436,0.02248868621164597,0.008578980378102185
2807,0017e938f0ffda9190ed40fba806b8ac,10669261,0.03051282051282051,0.02328730656604822,0.026431323358121907
2884,e0b6a64bc7b3cae0560f6d59d321c4d5,3270900,0.12102564102564102,0.024051204296346024,0.014402831287518911
2971,c8b92b55d37b41800a4b9e95e4099473,27292923,0.10666666666666667,0.025011863563235686,0.015388406056804811
2998,b9f4af5203d4eb26626a177decb1e0ad,10113870,0.05494632923076924,0.025301218764106067,0.011714900098557345
2999,4325cddb8590c138e4708fe8ddfa08b3,10792292,0.019743589743589744,0.025301218764106067,0.027349699847683772
3031,41ee82176f99a0e46297aae87e0b5be1,10669807,0.041282051282051285,0.02572946446139423,0.029544843652002373
3051,bf613f7003f6df3f4f3cba50a96f87a4,27234386,0.18153846153846154,0.02599567124619498,0.04094615177851434
3052,e56818294bc90c40cb560dee851804b9,27293383,0.07076923076923076,0.02599567124619498,0.018748320043006764
3142,95d59ef1873fb6615c62369c60b067c9,3341042,0.07487179487179486,0.02741929883447725,0.02835767404354435
3148,a737e671d0d818a613f255dfb0cf8fe2,10822339,0.1076923076923077,0.02759291195499948,0.04685960039422979
3150,b6b6ec047fa35c8f6d1617707b2f5e9f,3337347,0.050256410256410255,0.02761606037106911,0.01872592061643209
3158,f4e13d8fccd9eee7b6b485d04e61291d,3346088,0.2564102564102564,0.027754950867486892,0.029029656840784745
3168,ca6830c4c7031ff0a9aa3881b5a72ab7,27290603,0.013333333333333334,0.02785911873980023,0.02309380879849463
3185,5049011fc717e9023e50f018b83dff15,10830271,0.08974358974358974,0.02812532552460098,0.02342980019711482
3225,1903072ecde8bc465169c3dee3228c31,2725178,0.2923076923076923,0.02887764904686397,0.023810590448884384
3233,4c26c4cef5b3434a80499c87b05f203d,3337347,0.050256410256410255,0.029004965335246935,0.021772242630588523
3238,f29f0ab25ad3f7edde166f346771f0b0,10819529,0.015478974358974358,0.02903968795935138,0.0062718394409101786
3245,6baf139c367e5781c5eae7650555b270,27290603,0.013333333333333334,0.029074410583455827,0.01982349251859139
3255,f300cde98c6d067d20500c34aa38e59d,10639088,0.07392590933333333,0.02921330107987361,0.0058686497625659384
3256,d1f9fe2a426063172b1905c6155a2f97,2767786,0.05333333333333334,0.029224875287908424,0.007257414210196078
3269,45eff41d9767f945e0d198dd8dc5de6e,2513227,0.03333333333333333,0.02947950786467436,0.020853866141026658
3271,b6e73bdffb8f43463def2153694d2cd4,2542813,0.05897435897435897,0.02952580469681362,0.04061016037989415
3275,9d23c1146ec0848c4352ea5cbc4e0844,10832608,0.0299025641025641,0.029583675736987697,0.010460532210375278
3277,41029489f1079ff3724a9732082dd91b,27290603,0.013333333333333334,0.029606824153057328,0.023989785861481816
3287,8c1ae04484efa5cd4b3e02a1b3017df5,10827181,0.08974358974358974,0.029734140441440293,0.005308664098198945
3312,5f6dbbe8a8e20b36a8f6a5b9aa603d38,3345390,0.14102564102564102,0.029965624602136597,0.015970791147746483
3329,f05b8e04363f5536a9b321db9bc70af5,10830271,0.08974358974358974,0.030092940890519566,0.012902069707015363
3352,da2572c572579844555d123b61ef664a,10790788,0.010769230769230769,0.030220257178902532,0.01805393781919169
3394,db8c91ef8704896805f3bbb49f2aa062,3270900,0.12102564102564102,0.03054433500387736,0.02923125167995686
3420,fa87c5584ccbba16f52f4e0f70349342,2542384,0.05897435897435897,0.030706373916364774,0.014828420392437824
3513,70386730ab927c12d43adef4203412d2,10749408,0.009333333333333332,0.031400826398453686,0.009788549413134891
3588,1503820ad2d03f8d2ec25195e7e31a2a,10829694,0.04940195405128205,0.03185222051181148,0.009519756294238738
3615,c1c531a98a8ccbfac77a73fdbbb4d84c,2531107,0.02820512820512821,0.03197953680019445,0.011311710420213112
3659,769760a1cb6c33b76350779c5171d0f3,10810108,0.1076923076923077,0.03225731779303001,0.007906997580861792
3663,8c52b164a9e290d3eac632b42497e171,27290603,0.013333333333333334,0.03226889200106483,0.018053937819191696
3700,06a04ef409c80e003173c7c427c62086,10830271,0.08974358974358974,0.032616118242109284,0.01422363587492147
3709,ccd840bf0542d5de01f36809e57f3c20,10656887,0.05384615384615385,0.032662415074248545,0.015231610070782057
3719,37ccc74a130141656ad9d5006bdc4b35,27290603,0.013333333333333334,0.032708711906387807,0.0352566974285457
3737,cccd263cea8e218a387df152644e48d9,10829694,0.04940195405128205,0.0327781571545967,0.01597079114774649
3781,28be4f7b11dccf74986f9dc2a73c235e,27290603,0.013333333333333334,0.03303278973136263,0.01668757279813623
3820,f90454a92b7ed13cdd4c063b74fdc3a2,10579305,0.06676923076923078,0.03335686755633746,0.01608278828061989
3845,fe8e22650ece820dd3934ca617f7d8e7,2531581,0.038974358974358976,0.0335420548848945,0.01668757279813623
3847,da4edf2281cf44656078f75eb63da423,10828960,0.010769230769230769,0.0335420548848945,0.029880835050622574
3852,bb8d76d32319eda0a982c142fc753abf,27290291,0.06717948717948719,0.03356520330096413,0.04379087895349867
3856,86eb96d3ce0ab3624d93d2f377827fe1,10792292,0.019743589743589744,0.03358835171703376,0.0232282053579427
3867,2aca69296918507b420dc56f90d9c4d8,214706,0.07846153846153846,0.033680945381312284,0.016060388854045204
3868,105affcfb845c891b5523bc4158d6ccf,2767786,0.05333333333333334,0.033692519589347096,0.01200609264402817
3873,c4dcbeca5949e8a8d3be372c79fa9a89,10830818,0.19700512820512822,0.033727242213451546,0.027820087805752042
3902,e3d5a48c8ac8e95ed361c30a0095b995,10831347,0.02110769230769231,0.033912429542008585,0.01489561867216185
3918,c5355ca267268baaa88b4d250024f28c,10830271,0.08974358974358974,0.03402817162235674,0.02909685512050878
3930,02367d13acb7db595e433452af5be787,10829694,0.04940195405128205,0.03408604266253082,0.004412687035211765
3938,4cd18adee36e2d78c5395c1f3060723b,10806391,0.06605128205128205,0.03412076528663526,0.0031359197204550255
3964,0af8915d80e14fd18907e86b58aa97ed,2790471,0.08,0.0343753978634012,0.02672251590359274
4022,1b5b0b1490fa867c6f8d36cc4763a118,27272652,0.08358974358974358,0.034768920936584916,0.022645820267001036
4025,a073824abf741288fa509a5b27d7dcf3,10826549,0.010905641025641025,0.03478049514461973,0.018949914882178884
4079,7698d80c904c78f2240f4d992b590b33,10806391,0.06605128205128205,0.03542865079456938,0.008265388406056671
4091,c918b6f82aef416bc41a9c9ae41828a9,27290603,0.013333333333333334,0.03555596708295235,0.029544843652002373
4099,16cdf87dd53e8d066358c29f832df4ec,10806391,0.06605128205128205,0.03563698653919606,0.007906997580861799
4116,1d949269216ef6c06945751a328fa783,10790788,0.010769230769230769,0.0358221738677531,0.02708090672878761
4135,cc179f4fd83b2db26c26e9fe389736d9,10830271,0.08974358974358974,0.036030509612379774,0.010863721888719518
4144,37d78bc2eb0d0295c007132f8872297a,10661683,0.05384615384615385,0.03618097431683237,0.05693934235283565
4164,f29f0ab25ad3f7edde166f346771f0b0,10830996,0.017948717948717947,0.03642403268556349,0.013350058238508957
4175,dea803e82b1185506124b624f5e4417d,10830271,0.08974358974358974,0.03659764580608572,0.02755129468685588
4180,9aa716ec9c634165d2d86c693905ea44,27290603,0.013333333333333334,0.03667866526232943,0.013820446196577237
4185,d4b1b1fffe29c523d933f4e5bfffc282,10831735,0.035897435897435895,0.036829129966782025,0.019621897679419277
4191,8a19c823a28a236f5d43dfa691ba6f76,3337347,0.050256410256410255,0.03693329783909536,0.011670101245407984
4195,f15c6f35651de204c4ad42c6400bfd16,10828960,0.010769230769230769,0.037014317295339064,0.03586148194606205
4219,49950060a689ffdfcbcf788994e0b87b,3337347,0.050256410256410255,0.037361543536383525,0.011244512140489072
4220,21f1f9ccc6e8340fd0d7a36f98dce118,27290462,0.17076923076923078,0.037361543536383525,0.03574948481318866
4239,a3853db1612305680ea1b9c60321ec63,10828960,0.010769230769230769,0.03753515665690575,0.023922587581757776
4240,4c0d2e65106c5fbf365dc7291fc8a912,10832179,0.01435897435897436,0.03753515665690575,0.006047845175163385
4243,694e6ba53f3e325bf91830a0af13b425,214732,0.06,0.037604601905114644,0.026700116477018063
4247,78381638e0a23b8bdc10abd58fce7387,10823037,0.0024573483076923077,0.037604601905114644,0.011714900098557345
4254,a2aac811da47aac393b3739e68710854,10823621,0.036234871794871795,0.03766247294528872,0.025490547441985357
4287,8de9a2215f40601637a0bf2990acd822,10818925,0.026923076923076925,0.03798655077026354,0.011378908699937145
4294,ef257d80b460ad2da14d6ee2a151e1b1,10829694,0.04940195405128205,0.03802127339436799,0.014447630140668263
4306,0f0f7b507df864dc798322e6c9623a02,10829694,0.04940195405128205,0.03809071864257688,0.003539109398799252
4359,cf3022e96b56b439daf6b71f42472744,3334502,0.07025641025641026,0.038646280628248014,0.07111817937460789
4371,fa87c5584ccbba16f52f4e0f70349342,10819831,0.05384615384615385,0.03879674533270061,0.01438043186094423
4403,36fbc6433d4cae96faf9e4134d064945,10790788,0.010769230769230769,0.03907452632553617,0.023676193889436297
4416,a67782f4f97b4292a0ffd1884e1f08fb,10827549,0.022116134974358975,0.039201842613919145,0.006428635426932938
4433,56020ca1c1793e964d8b62096121b44b,10832127,0.00717948717948718,0.039444900982650265,0.015074814084759297
4440,7e0a29776021e1eb6a203a8214358721,3337347,0.050256410256410255,0.03951434623085915,0.015858794014873077
4456,1903072ecde8bc465169c3dee3228c31,3336837,0.1282051282051282,0.039687959351381384,0.019823492518591397
4466,1ba2e493c64af363d4cc6cd9c8f911ab,10768735,0.1076923076923077,0.03981527563976435,0.02448257324612477
4469,1c67a663f1a118da5302b9f77e7f92d9,10831735,0.035897435897435895,0.03982684984779916,0.01807633724576637
4470,a9a4f83642218acfdb49ab1198cf55a5,10830271,0.08974358974358974,0.03982684984779916,0.042715706477914034
4519,cccb900a473802959475c4379dd05329,10832127,0.00717948717948718,0.04027824396115696,0.008556580951527504
4553,80b95176ef4db30cca4d255cde74ba4f,10830570,0.07035897435897437,0.04053287653792289,0.011558104112534584
4594,70386730ab927c12d43adef4203412d2,2539386,0.03333333333333333,0.04089167698700216,0.01196129379087881
4645,4ffef74012254484bafb4a4855508656,10830271,0.08974358974358974,0.041238903228046624,0.033397545022847294
4647,c0e1dc0968450ed7436b07816ed7d3af,3334499,0.06615384615384616,0.041250477436081436,0.04202132425409897
4655,f22f633bfb1e1ca69a1cba6b455f0b03,10818925,0.026923076923076925,0.04130834847625551,0.011983693217453498
4657,d0a9925959cccf18f41190da4994e9dd,3334502,0.07076923076923076,0.04131992268429033,0.026341725651823182
4661,fe23acef26d016017e96410e74523353,10830889,0.06820512820512821,0.04134307110035996,0.03109040408565528
4663,db529b77de84c107ff53b886f249b62a,10832127,0.00717948717948718,0.04134307110035996,0.006025445748588698
4688,f26e691ce5de12ec0d1b07a754a52370,10831735,0.035897435897435895,0.041516684220882186,0.016261983693217318
4701,d07982ad143d06a849102593893852d8,10830271,0.08974358974358974,0.04169029734140441,0.013058865693038125
4710,777127afdf485161715d28dfbd60e26b,27294276,0.15384615384615385,0.041736594173543674,0.056491353821342044
4731,a6a50b81c388279b3002623b6b4a7d6a,10670327,0.03230769230769231,0.04193335571013553,0.03796702804408194
4763,3a6daf411b972c78a5722baa74101a1c,10768735,0.1076923076923077,0.04222271091100591,0.04034136726099799
4769,d1d4c49f595a07583ecc79ba41447b21,27290603,0.013333333333333334,0.042245859327075544,0.034047128393512996
4776,635cd433760a50fcbf3a934205968456,10639088,0.07392590933333333,0.042269007743145175,0.017874742406594264
4784,e60ff226681046ea9ea49e71bf9e7a5b,3270900,0.12102564102564102,0.04232687878331925,0.010796523608995464
4793,c1c531a98a8ccbfac77a73fdbbb4d84c,10831735,0.035897435897435895,0.04243104665563259,0.015321207777080771
4809,6ee99714c36efe44554ee3a0a947173f,10832127,0.00717948717948718,0.04260465977615482,0.024370576113251368
4810,6b49368bebd02d0059a7f755c85abb00,27291105,0.013333333333333334,0.04261623398418963,0.005241465818474905
4829,1c7ac61d748c8a8217c3d9806cc9f32f,2542813,0.05897435897435897,0.04273197606453778,0.016575575665262837
4846,e4bd24d0a80807ee9667799a1af82cd5,10738979,0.07179487179487179,0.04296346022523409,0.01249888002867113
4853,18af8fc891c3031e49aff986094a50fc,27290603,0.013333333333333334,0.04305605388951261,0.025132156616790483
4876,f4e13d8fccd9eee7b6b485d04e61291d,10748207,0.14358974358974358,0.04321809280200002,0.028626467162440508
4886,bb6200132de19f06ec2ae2e304d60fc6,3270900,0.12102564102564102,0.04332226067431336,0.05189947137353272
4894,868131dd9aa807635b89b91ded0448d6,2542813,0.05897435897435897,0.04338013171448744,0.015343607203655458
4895,fd80eb403a0fda9d9f6104bda8ebbcf8,2793779,0.05333333333333334,0.04339170592252225,0.02463936923214752
4916,90980c616a169b2c71c938217e1ab864,10818812,0.017948717948717947,0.043623190083218556,0.04721799121942466
4920,b4a4171dc9382acb81b2bd03e633a3c3,10832127,0.00717948717948718,0.04366948691535782,0.005801451482841911
4927,7698d80c904c78f2240f4d992b590b33,10810777,0.10444409630769232,0.04376208057963634,0.014402831287518911
4950,fbc847976fd8c4e1220e2588abfa4e35,27290603,0.013333333333333334,0.04394726790819338,0.042962100170235516
4965,ada172c20b101e84a184417b66ec9306,10829694,0.04940195405128205,0.044086158404611164,0.015567601469402243
4971,ed30e85f615810346305bf415459adcd,10829694,0.04940195405128205,0.044132455236750426,0.007884598154287117
5012,c0e13f9807c22df1eb1a1c2ec9620150,2542813,0.05897435897435897,0.04473431405456082,0.021346653525669616
5055,e76913931265c59a3bcd7fa952390765,10829694,0.04940195405128205,0.045394043912545284,0.007414210196218845
5058,5b0798dd9d2adfb42aa86abc29f58bd6,3333218,0.06769230769230769,0.045417192328614915,0.038885404533643815
5066,29a418cc2781129e2d0dee0a797e91fd,27290603,0.013333333333333334,0.04556765703306751,0.01877071946958145
5081,59a5b589acbf51e80c77f8b0056ad00c,10824088,0.05384615384615385,0.04574127015358974,0.03001523161007065
5127,43bb4c6765d4ccb0be3b7e316d9300ea,10816291,0.03377230769230769,0.046192664266947535,0.025020159483917084
5138,cf3022e96b56b439daf6b71f42472744,2767786,0.05333333333333334,0.04627368372319124,0.011580503539109258
5160,72bec2c5e0c7224c31d57c82f3625ed5,27290603,0.013333333333333334,0.04651674209192236,0.017605949287698104
5162,a3d63cecc35aa4375c7d637596eae3d1,10815446,0.02110769230769231,0.04652831629995718,0.04224531851984577
5168,316d091902fbce8ff1a358cd97dfb3b0,27294276,0.15384615384615385,0.04663248417227051,0.03319595018367517
5179,7ed13b5751cff282a1fe4540aa0305b2,2767786,0.05333333333333334,0.04675980046065348,0.013148463399336844
5202,16cdf87dd53e8d066358c29f832df4ec,3336837,0.1282051282051282,0.04706072986955868,0.019420302840247164
5219,d8b36b0b9f66312e05c8067fdb883ae4,2782958,0.06205128205128205,0.047257491406150536,0.029903234477197255
5240,cb83c21f7edaae838f371350f754ddf4,3346088,0.2564102564102564,0.047419530318637944,0.018569124630409325
5267,efa25d51b91a587f7b5eaa9a8524295f,10802721,0.017948717948717947,0.04777833076771722,0.016127587133769238
5294,b96603beb9ac354a7bb4c3fa26bac6c8,27290603,0.013333333333333334,0.048032963344483155,0.04016217184840056
5317,b95f9cabb08f27bce371625825f69197,10830271,0.08974358974358974,0.048241299089109825,0.01910671086820164
5327,5a297bc32ffc55d1e7cf62d13fad9b7b,10830271,0.08974358974358974,0.04834546696142317,0.013103664546187483
5339,f27290bbf00a612a50b8c05562ef56d2,10830889,0.06820512820512821,0.04843806062570168,0.014850819819012496
5341,597280082bbec1f6d59a237f755c6152,27290603,0.013333333333333334,0.0484496348337365,0.06397276229728507
5362,49f16dfb38ca9675d8fe92bd1b6de946,27290603,0.013333333333333334,0.04869269320246762,0.026722515903592734
5369,38617b6162f900d1a433184731a7069a,10832157,0.026923076923076925,0.04882000949085059,0.0024863363497892987
5389,f5889d6f1735816467debe6b5312096b,10829694,0.04940195405128205,0.04893575157119874,0.006339037720634219
5391,35eea51e98378a83506d863ee49776ff,10833184,0.014071794871794871,0.04897047419530318,0.014649224979840371
5402,bb8d76d32319eda0a982c142fc753abf,2542726,0.0641025641025641,0.049051493651546894,0.02878326314846327
5406,f7da9389612b49ee3d71dbd96e09e92f,10829106,0.026923076923076925,0.04908621627565134,0.004412687035211765
5414,897c002b5d3ad616a07ec574a8bdd50b,10831735,0.035897435897435895,0.04914408731582542,0.023855389302033736
5435,cf8520486755aefba925736eb39d309e,3346567,0.15384615384615385,0.04941029410062617,0.025938535973478956
5468,3b29f18046273be595864a3f58047bb5,2542726,0.0641025641025641,0.049850114005949145,0.046702804408207024
5469,1e29b3d01e68f170c66055c69ef9c7dd,2767786,0.05333333333333334,0.04986168821398396,0.015343607203655458
5476,ada172c20b101e84a184417b66ec9306,10811599,0.04940195405128205,0.04990798504612322,0.010393333930651238
5498,0800702dd355155a6f13d81b29de4f8e,10830271,0.08974358974358974,0.050324656535376565,0.01108771615446631
5500,38617b6162f900d1a433184731a7069a,10832118,0.07179487179487179,0.050359379159481014,0.0018143535525489256
