,app_id,uid,available_languages,birthdate,current_country,gender,main_language,spoken_languages,zipcode
20,89,6493d818445cd2f45e8b6a8774e37192,"['en', 'hi', 'mr', 'te', 'ta']",1985-12-17T00:00:00Z,IN,FEMALE,en,"['en', 'hi']",110008
21,1,105878cada298a6abb76db367b0e3123,['es'],1990-11-17T00:00:00Z,MX,MALE,es,['es'],80145
22,1,da142ff0610bc86d5b579e5cfa33ab17,"['es', 'en']",1995-11-14T00:00:00Z,MX,FEMALE,es,['es'],86751
23,1,70fd23ae2e18258c13311db048c1a20a,['es'],1998-11-25T00:00:00Z,MX,FEMALE,es,['es'],25016
24,1,25de76f56ccf2f50c61b110117e3ecff,"['nl', 'en']",1973-10-17T00:00:00Z,NL,MALE,nl,"['nl', 'en']",3081PP
25,1,53736c5f775450131e01e066debb3424,"['nl', 'fr', 'en']",2001-01-28T00:00:00Z,BE,FEMALE,nl,"['nl', 'en']",8600
26,1,909a9f54ec176dfa71b265041248fdc0,"['th', 'en']",2001-05-20T00:00:00Z,TH,FEMALE,th,['th'],81000
27,119,3696cd0b907299b239100ea1d759d913,['ru'],1989-11-22T00:00:00Z,RU,MALE,ru,['ru'],450000
28,1,fa6c4881d56c793f8444a14c98d64c3e,"['en', 'es']",2000-02-01T00:00:00Z,US,MALE,en,['en'],94025
29,1,de92c7f967a6ee8d9c53737d48124dbc,"['en', 'es']",2000-10-14T00:00:00Z,US,FEMALE,en,['en'],38118
30,1,6356781ac44c684642eb50190e1d42ca,"['it', 'en']",1990-12-04T00:00:00Z,IT,FEMALE,it,['it'],95100
31,1,d4530047272751003499f047d8ba0536,"['en', 'es']",2000-01-08T00:00:00Z,US,FEMALE,es,['es'],08901
32,1,99bb901958b5a88cb52d6bdab03f32d8,['id'],1999-03-28T00:00:00Z,ID,MALE,id,['id'],60297
33,1,9b4bd8eec26a62d846327ab69511eb86,"['fr', 'en']",1997-10-14T00:00:00Z,FR,FEMALE,fr,['fr'],65000
34,1,3ceb1b31525cda3ee2f97b5a0c130c69,"['en', 'hi', 'mr', 'ta', 'te']",1998-07-01T00:00:00Z,IN,FEMALE,en,"['en', 'hi']",211002
35,1,12cfcc628ab8dd9bd38f7ba285f194ef,"['es', 'en']",1992-02-12T00:00:00Z,ES,FEMALE,es,['es'],04410
36,1,518545bd42c7a5f0a4614e053b69eff1,"['de', 'en']",1998-09-09T00:00:00Z,DE,FEMALE,de,"['de', 'en']",90523
37,1,298cb03e47e3e752a28c1c34f05f540d,"['de', 'en']",1998-01-13T00:00:00Z,DE,MALE,de,"['de', 'en']",25421
38,18,a1168ad6acb8b2c58ae080eff9c920c3,"['pt', 'en']",1994-12-17T00:00:00Z,BR,MALE,pt,['pt'],48760000
39,1,7d41906acfb47128451b67aeaa92144e,"['fr', 'en']",1999-03-05T00:00:00Z,FR,MALE,fr,['fr'],22000
40,1,d29563327b829e32eb628c6683ac936e,"['pt', 'en', 'es']",1997-01-17T00:00:00Z,BR,FEMALE,pt,['pt'],39272348
41,1,bab5582ab542bf4959ec81a400cd9082,"['en', 'hi', 'mr', 'ta', 'te']",1990-01-07T00:00:00Z,IN,MALE,en,"['en', 'hi']",110001
42,1,5e51910c003da42ae9ff6e416191ccf2,"['es', 'en']",2000-09-05T00:00:00Z,MX,FEMALE,es,['es'],32310
43,1,291faa8fcca79db2cbf4628b7f145607,"['en', 'ms', 'zh']",1993-08-17T00:00:00Z,SG,MALE,en,"['en', 'zh']",640645
44,1,58e31294f78169b64a5889ad51fe8771,['id'],1979-10-03T00:00:00Z,ID,FEMALE,id,['id'],18360
45,1,b0f87d3abd0ab240a2620f3777a6a536,['es'],1997-08-17T00:00:00Z,MX,MALE,es,['es'],55767
46,1,fac7a68d7082eed4b196901ef20345f5,"['es', 'en']",1980-04-19T00:00:00Z,MX,MALE,es,"['es', 'en']",50010
47,110,c72c84467195c2d9cfd218a282a0e484,"['pt', 'en']",1980-07-07T00:00:00Z,BR,MALE,pt,['pt'],22217184
48,1,43d5457cbd618f766b6c816c3dadd0b7,"['es', 'en']",1990-08-10T00:00:00Z,MX,FEMALE,es,['es'],54050
49,1,0d5312cdb08e4835a900bf10a6579f80,"['es', 'en']",2000-09-23T00:00:00Z,MX,FEMALE,es,"['es', 'en']",27276
50,1,8c612bbeb4a522cb28157e9dd0508890,"['es', 'en']",2000-08-01T00:00:00Z,MX,FEMALE,es,['es'],80180
51,1,d14ed64b2f0a59d2613e25c27c42d4f0,"['it', 'en']",1988-01-11T00:00:00Z,IT,FEMALE,it,['it'],24126
52,34,bc1498ffd92ad6cf9dfbd44fe70bf35d,"['en', 'hi', 'mr', 'ta', 'te']",2000-11-10T00:00:00Z,IN,MALE,en,['en'],366685
53,1,0fda5a3d965d6ea31e923af37e8b5b15,"['it', 'en']",1993-02-16T00:00:00Z,IT,MALE,it,"['it', 'en']",86090
54,1,25ff42b57b1b70df879d6a4bb75da705,"['pt', 'en']",2003-04-15T00:00:00Z,BR,MALE,pt,['pt'],65400000
55,1,ce134c838e142f10ebae29334c1e571a,"['es', 'en']",1979-10-22T00:00:00Z,MX,FEMALE,es,['es'],47420
56,1,70bbac4a46480dd8830dd6e64880b680,['en'],1990-11-11T00:00:00Z,GB,MALE,en,['en'],SW16 6PT
57,1,7c2be44046698d739f2874707c08fc0e,"['es', 'en']",2000-11-21T00:00:00Z,MX,MALE,es,['es'],16860
58,1,a04eaf9d4fde9d828c158332e2195e00,['es'],2000-04-19T00:00:00Z,MX,MALE,es,['es'],93600
59,1,bc63a9fe52c284a6c8a6c9b78a12a09b,"['it', 'en']",1990-02-12T00:00:00Z,IT,MALE,it,['it'],51100
60,1,ff9982e83c48d649fb9d97febbc6063f,['es'],1999-03-27T00:00:00Z,MX,MALE,es,['es'],39047
61,1,18a1efb9bc78d316687dbc0c2fc36c8a,"['it', 'en']",1987-03-03T00:00:00Z,IT,FEMALE,it,"['it', 'en']",00100
62,1,7032accd1c15441fc22aae76b5762fb5,"['es', 'en']",1997-08-02T00:00:00Z,MX,FEMALE,es,"['es', 'en']",06000
63,1,e2aaab06fa1aec7ae47e4613ea2f107e,['en'],2001-01-26T00:00:00Z,GB,FEMALE,en,['en'],TN38 8ET
64,41,4b122af95ae4444eb7153b0a5c49d2d6,"['en', 'es']",2000-04-29T00:00:00Z,US,MALE,en,['en'],30044
65,150,16cdf87dd53e8d066358c29f832df4ec,['en'],1984-04-16T00:00:00Z,AU,MALE,en,['en'],2234
66,1,84004efcb99a51ab465c3eb54d578e85,"['it', 'en']",2000-02-01T00:00:00Z,IT,MALE,it,['it'],25043
67,1,43e1dadae5957a2ad76e3db2b769153d,"['id', 'en']",2002-01-26T00:00:00Z,ID,FEMALE,id,['id'],60197
68,1,e7c7451382bae3093d3f86cbd7b78a13,"['es', 'en']",1985-03-05T00:00:00Z,MX,MALE,es,['es'],58337
69,86,b40abcea0f940fc99996494a7869f78c,"['en', 'hi', 'mr', 'ta', 'te']",1971-03-17T00:00:00Z,IN,FEMALE,en,"['en', 'hi', 'mr']",495001
70,110,ddbb284ad7efdf0b57e283421b1a60c2,"['pt', 'en']",1996-12-15T00:00:00Z,BR,MALE,pt,['pt'],77020592
71,62,17f866539f5b3bb6589b9ac31dc33c3e,"['es', 'en']",1976-10-13T00:00:00Z,ES,MALE,es,['es'],27850
72,1,d7f810ce2b413462ec7d863b6a0b296c,"['es', 'en']",1994-11-06T00:00:00Z,MX,FEMALE,es,"['es', 'en']",96980
73,1,4dee13f29ce17dcaab7a2c47bf7c411e,"['pt', 'en', 'es']",1993-07-15T00:00:00Z,BR,MALE,pt,['pt'],77785000
74,1,066c8f553fbef9254ae790aa181b25f7,"['en', 'hi', 'mr', 'ta', 'te']",1992-09-13T00:00:00Z,IN,FEMALE,en,['en'],500036
75,110,ad69b4acad6aa2534eb0fc6878a992b4,"['pt', 'en']",1980-07-20T00:00:00Z,BR,MALE,pt,['pt'],37904-044
76,1,87f2befb2733d51c74d4702ffc9a215c,"['es', 'en']",2001-09-16T00:00:00Z,MX,FEMALE,es,['es'],09700
77,1,6fe958649d0e4477617e2ff9a149699e,['es'],2002-02-07T00:00:00Z,MX,MALE,es,['es'],97300
78,41,ccb8c7f846339e3fb0569177f9a0d230,"['en', 'hi', 'mr', 'ta', 'te']",1985-06-29T00:00:00Z,IN,MALE,en,"['en', 'hi']",141001
79,1,0db8f230379b1c170034cfc269cedfd9,"['de', 'en']",2004-06-24T00:00:00Z,DE,MALE,de,['de'],99885
80,110,cc45956de5d1031ac776201e0cda92f5,"['pt', 'en']",1994-10-17T00:00:00Z,BR,MALE,pt,['pt'],07124000
81,1,edc01e3f28700307876eba95b25edefc,"['de', 'en']",2002-02-20T00:00:00Z,DE,MALE,de,['de'],44147
82,1,a9962a97516c678187de80b5d4844175,"['es', 'en']",1996-09-15T00:00:00Z,ES,OTHER,es,"['es', 'en']",41002
83,1,fa5098a0a8e24dc7d6e32685bc9a7c22,['es'],2001-11-02T00:00:00Z,ES,FEMALE,es,['es'],06480
84,1,22f4a9f281f554113acea794003001bc,"['en', 'tl', 'ph']",1975-04-07T00:00:00Z,PH,MALE,tl,['tl'],6500
85,44,b37d5e2423cdf5ea27528ca2e59386ba,['en'],1995-09-20T00:00:00Z,GB,FEMALE,en,['en'],BD21 2EP 
86,1,52d21516ecd761ace2ffbab3f031a823,"['es', 'en']",1997-02-25T00:00:00Z,MX,MALE,es,['es'],66647
87,1,dea265f58eff3059dbae873a59bd537f,"['es', 'en']",1993-11-17T00:00:00Z,MX,FEMALE,es,['es'],50200
88,1,bcbf96decc037fa314614a1a97a04eb0,"['nl', 'fr', 'en']",1999-09-24T00:00:00Z,BE,FEMALE,fr,['fr'],7500
89,22,990af5968d0a729ae78811b91aaaa830,"['en', 'hi', 'mr', 'te', 'ta']",1980-12-08T00:00:00Z,IN,FEMALE,en,"['en', 'hi', 'ta']",682020
90,1,e274e18d26ab3474560aed90e880b700,"['es', 'en']",1989-04-14T00:00:00Z,MX,FEMALE,es,['es'],77710
91,63,b313d754d5fc8257c3d15b1079ff7c49,"['th', 'en']",1984-09-15T00:00:00Z,TH,MALE,th,['th'],21180
92,1,c5d7e6423b72b22401d126f7c10f4896,"['pt', 'en', 'es']",1993-01-04T00:00:00Z,BR,FEMALE,pt,['pt'],59900-000
93,1,4bd6e2edd62c04cfdbe0ce9c486b195d,"['es', 'en']",1998-04-10T00:00:00Z,MX,FEMALE,es,"['es', 'en']",14248
94,1,5d26fec5b43e5adef5e333a836d7d8ce,"['es', 'en']",1992-09-06T00:00:00Z,MX,MALE,es,['es'],56930
95,1,2b4ab7cad17aea5f0cba5950d648347b,"['es', 'en']",2002-09-08T00:00:00Z,ES,FEMALE,es,['es'],23440
96,1,6a77bce4d4adb6c2f567ce36c7d7f79f,['en'],1999-03-21T00:00:00Z,AU,FEMALE,en,['en'],4304
97,1,da7ce36e93d8facf4ca47b6dd3cb88af,"['es', 'en']",2000-07-16T00:00:00Z,MX,FEMALE,es,['es'],56346
98,1,0ae2b5c8dc75d9fc58e690aa4415498e,"['en', 'es']",2001-06-11T00:00:00Z,US,FEMALE,en,['en'],41102
99,1,799913bea22d4d235381f2ca1da6c4cc,['es'],1987-10-08T00:00:00Z,MX,FEMALE,es,['es'],22830
100,1,97579672f6f3bafe7ea65858fc6a9ca5,"['it', 'en']",2002-04-23T00:00:00Z,IT,MALE,it,"['it', 'en']",86100
101,34,ecf5bbc5f06b38dfde5d483742437666,"['en', 'hi', 'mr', 'ta', 'te']",1996-12-17T00:00:00Z,IN,MALE,en,"['en', 'hi']",352001
102,1,3cf88fc91e379d943392e00bbe696911,"['es', 'en']",2000-04-15T00:00:00Z,MX,FEMALE,es,['es'],22812
103,110,9591cfdd011b60110fb765b7c8f43774,"['pt', 'en']",1963-08-19T00:00:00Z,BR,FEMALE,pt,['pt'],36884116
104,63,7f7a37566d49fb9c8a22c27e4e9a86df,['en'],1989-07-29T00:00:00Z,GB,MALE,en,['en'],YO8 9ND
105,1,a4e4c3c306f2384608582dae700ed8fa,"['es', 'en']",2000-04-03T00:00:00Z,MX,FEMALE,es,['es'],39350
106,34,f0f453a15205c53f6ef0e77d075e273b,"['en', 'hi', 'mr', 'ta']",1999-01-13T00:00:00Z,IN,MALE,en,['en'],152128
107,1,59f5fc1cd0580f87f9dafc760086f5d7,"['en', 'id', 'ph', 'tl']",1975-03-14T00:00:00Z,PH,MALE,en,"['en', 'ph', 'tl']",1103
108,1,72b0964c63d552d57d619b80c3fbd47a,"['es', 'en']",2000-04-28T00:00:00Z,ES,FEMALE,es,['es'],18005
109,62,539c9765e5fd96d3cb979d79c9cdea0e,['th'],1993-07-04T00:00:00Z,TH,MALE,th,['th'],42160
110,110,141c7e837d66a93ed394b9248ee8c23b,"['pt', 'en']",1999-11-16T00:00:00Z,BR,MALE,pt,['pt'],56506-435
111,67,c6457954d2113e3c36cd289329f33a41,"['en', 'hi', 'mr', 'ta', 'te']",1991-01-09T00:00:00Z,IN,MALE,en,['en'],110008
112,1,457985c557a7352449bef10ff382a7fb,"['es', 'en']",1997-05-14T00:00:00Z,MX,FEMALE,es,"['es', 'en']",72000
113,1,9cb5974674689f98675acffbcfbbafc9,"['es', 'en']",1996-05-15T00:00:00Z,MX,FEMALE,es,['es'],98605
114,1,c010ab84a7ff9adfb4b81108c4ff6e35,['en'],1996-03-27T00:00:00Z,GB,FEMALE,en,['en'],SO33 5GH
115,1,29577c462a77c9515978c70f8990db3b,['en'],2002-05-19T00:00:00Z,GB,FEMALE,en,['en'],SS0 9TY
116,34,95d752ca324dd66ae4993d06589efdbc,"['en', 'hi', 'mr', 'ta']",2000-09-08T00:00:00Z,IN,MALE,en,"['en', 'hi']",302006
117,1,85ad564eb5797ed08609857d53f542b0,"['es', 'en']",2000-04-03T00:00:00Z,MX,FEMALE,es,['es'],56000
118,1,0d4c0ad576f5b307b776d9d9322cd0f8,"['id', 'en']",1990-12-05T00:00:00Z,ID,FEMALE,id,['id'],60122
119,1,bfb4781c312d61109d6638d5420c462b,"['es', 'en']",2002-11-22T00:00:00Z,MX,MALE,es,['es'],80290
120,1,d6cfc2189e26532f7250247be9667207,"['de', 'en']",1996-09-23T00:00:00Z,DE,MALE,de,['de'],26345
121,1,eea4568e49e5c6e05c4739a1ad1dec54,"['it', 'en']",1983-04-06T00:00:00Z,IT,MALE,it,['it'],00010
122,41,db212e5916bfc5b5f1b46b1fc40a33b7,"['en', 'es']",1987-06-17T00:00:00Z,US,MALE,en,['en'],29412
123,1,c8a4b7d7d8de7ff43a7a24bf6b12f3b8,"['en', 'hi', 'mr', 'te', 'ta']",1989-09-08T00:00:00Z,IN,MALE,en,['en'],110002
124,110,f6e0b3ac5b4e4eb51ecd24d0bff739b3,"['pt', 'en']",1989-11-08T00:00:00Z,BR,FEMALE,pt,['pt'],39890000
125,110,c5798144b6e3fab1990e4d93e17e5957,"['pt', 'en']",1987-08-14T00:00:00Z,BR,MALE,pt,['pt'],69027200
126,1,354146a43973784e7a4d4cae62139522,['es'],1966-07-22T00:00:00Z,MX,MALE,es,['es'],04700
127,1,2bd1d9be5a4fb44955dccf82269935d4,"['es', 'en']",1971-12-13T00:00:00Z,MX,FEMALE,es,['es'],66477
128,1,82fad80fb927b69ee4ed1ff270f39126,"['th', 'en']",1973-10-15T00:00:00Z,TH,FEMALE,th,['th'],11150
129,1,954d0d95053ee5b6d082df1968b3ec75,"['es', 'en']",2002-10-27T00:00:00Z,ES,FEMALE,es,['es'],02630
130,1,2a35f5de475016e8d17015b879294032,"['en', 'es']",2002-09-27T00:00:00Z,US,FEMALE,en,['en'],26003
131,1,cab3f7200a11de19b11a99a38f89fd36,"['nl', 'fr', 'de', 'en']",1993-03-03T00:00:00Z,BE,FEMALE,nl,"['nl', 'fr', 'de', 'en']",3461
132,1,a62a8a5448dfe20aa9a15bfabc8863c6,"['es', 'en']",1985-02-02T00:00:00Z,ES,FEMALE,es,['es'],28034
133,1,f300272eb9dae6ba687a1aa5faf1886f,"['es', 'en']",1977-06-02T00:00:00Z,MX,MALE,es,"['es', 'en']",76246
134,1,ee8f7858ccab0a9b27ab613a8d7973a7,"['it', 'en']",1999-11-07T00:00:00Z,IT,MALE,it,"['it', 'en']",82100
135,1,8da647f7a29c1354e085b6251de7bf91,['es'],1991-11-24T00:00:00Z,AR,MALE,es,['es'],3500
136,82,c2a1b01fcb174207f4576425c791b6b8,"['en', 'hi', 'mr']",1980-01-07T00:00:00Z,IN,FEMALE,en,"['en', 'hi']",110008
137,1,aee3e5a91220a19e9da6e03eeaa393ff,"['en', 'ph', 'tl']",2002-03-31T00:00:00Z,PH,FEMALE,en,"['en', 'tl']",4304
138,110,216d6708a9b2f314bdd1eadb0a5b90bf,"['pt', 'en']",2002-09-24T00:00:00Z,BR,MALE,pt,['pt'],60830155
139,1,8c44c879dd5c16e6f688ce40b998760c,"['es', 'en']",1983-07-14T00:00:00Z,ES,FEMALE,es,['es'],46721
140,1,3bd050e3b31fb17f16ab5db5f8dfd059,"['de', 'en']",1995-08-31T00:00:00Z,DE,FEMALE,de,"['de', 'en']",31137
141,1,42f9bbce17ac370146f12470fbc8bd48,"['en', 'es']",1979-12-31T00:00:00Z,US,MALE,en,['en'],14201
142,1,75ef1d1230366e826d1e0c27b93b7ba2,"['pt', 'en']",1994-05-29T00:00:00Z,BR,FEMALE,pt,['pt'],52170300
143,1,0e2d62d126c1ec86b3d488e00e9c014d,"['de', 'en']",1975-03-17T00:00:00Z,DE,FEMALE,de,['de'],53175
144,1,4b8bc0975a1bed2071672cf50d2624bb,['es'],1979-03-31T00:00:00Z,MX,FEMALE,es,['es'],99090
145,1,058b26ceb05bf1737d544256c3f71307,"['it', 'en']",1965-12-29T00:00:00Z,IT,FEMALE,it,['it'],20010
146,1,e0dfa863fcc6b5400ab3aacf7fa50932,"['de', 'en']",2003-01-19T00:00:00Z,DE,FEMALE,de,['de'],31135
147,22,e2b348ec64c94a220acef148349288ea,"['pt', 'en']",1992-12-17T00:00:00Z,BR,FEMALE,pt,['pt'],45995000
148,1,d40436847ee63739cccb93916cda14c0,"['es', 'en']",1999-07-29T00:00:00Z,MX,MALE,es,"['es', 'en']",62220
149,1,69437de699f5bce1791116181b1c3368,"['es', 'en']",2001-10-24T00:00:00Z,ES,FEMALE,es,"['es', 'en']",07004
150,1,0558631305a095c3fc816a05bd597366,"['es', 'en']",1993-04-26T00:00:00Z,ES,MALE,es,"['es', 'en']",28033
151,1,6b6f4722da726ba175914e4ffbe74409,"['it', 'en']",1994-09-28T00:00:00Z,IT,FEMALE,it,"['it', 'en']",15121
152,34,9dd054162cec429ca9dfb77837be3157,"['en', 'hi', 'mr', 'ta', 'te', 'kn', 'bn']",1996-10-29T00:00:00Z,IN,MALE,en,['en'],741124
153,1,0f41771e9e7cf0cdea906b9dea424f45,"['es', 'en']",1999-09-28T00:00:00Z,MX,FEMALE,es,['es'],45200
154,1,a88fb01e7761d01286a7ca15b4090a69,"['fr', 'en']",2001-06-29T00:00:00Z,FR,MALE,fr,['fr'],75017
155,110,a3b5918090065a80efd85494b1f1cd9f,"['pt', 'en', 'es']",1988-02-29T00:00:00Z,BR,MALE,pt,['pt'],55400-000
156,1,4aa3ec1ffcea6253243e88dfc7110179,"['es', 'en']",2000-09-06T00:00:00Z,MX,MALE,es,['es'],55050
157,1,a60ad336f5b6697647ba450bdc248edc,['es'],2003-02-09T00:00:00Z,MX,FEMALE,es,['es'],69700
158,1,7cc0a239ea2ae9af0c31c42a323bb7c6,"['en', 'fr']",1977-10-24T00:00:00Z,CA,FEMALE,fr,['fr'],H7C1R7
159,1,5310b13d363fbccfec479ab2c83e71d4,"['es', 'en']",1998-07-15T00:00:00Z,MX,MALE,es,"['es', 'en']",90960
160,1,96a5f2a502ea5db00dc2971d050366c8,"['nl', 'fr', 'en']",1999-11-15T00:00:00Z,BE,MALE,nl,['nl'],8800
161,1,978f57628db50832892d15c11e652f6f,"['nl', 'fr', 'en']",1994-06-21T00:00:00Z,BE,MALE,fr,['fr'],1360
162,1,4f2e8f37c7bb090592dd0c61a707f16e,['en'],2004-07-20T00:00:00Z,GB,FEMALE,en,['en'],L240TQ 
163,133,88231a14344483d1b7fa50392f7e3989,['es'],1990-11-25T00:00:00Z,MX,MALE,es,['es'],11510
164,62,f03cd29196d92c6e731b5557f6901e4e,"['pt', 'en']",1987-05-06T00:00:00Z,BR,MALE,pt,['pt'],77062-131
165,1,a42f48491a862ab90bb3abb0d5eb90e8,"['es', 'en']",1982-01-02T00:00:00Z,MX,FEMALE,es,"['es', 'en']",91667
166,162,2d8106aefb59a2b684c9ebd46256b7dd,"['en', 'fr']",1982-05-14T00:00:00Z,CA,MALE,en,['en'],T4N5L8
167,63,1014926d1621b3c381162f2a419a3132,"['da', 'en']",1990-10-10T00:00:00Z,DK,MALE,da,['da'],7080
168,80,45b4c1468535294c230043bfd8b86b5d,"['en', 'hi', 'mr', 'te', 'ta']",1980-03-21T00:00:00Z,IN,FEMALE,en,['en'],110008
169,1,f89665f6661c4967b372d9b4b3680474,"['en', 'es']",2002-12-20T00:00:00Z,US,OTHER,en,['en'],97002
170,34,245f4304190ed07616efb1998f8c0103,"['en', 'hi', 'te', 'ta']",2001-08-08T00:00:00Z,IN,FEMALE,en,"['en', 'hi', 'te', 'ta']",208010
171,1,e0153da0a2186a9c630ecc6719d29894,"['de', 'en']",2001-10-19T00:00:00Z,DE,MALE,de,['de'],06154
172,1,b7da07439cb4d0311dd8ab6acc1d7dad,"['pt', 'en']",1989-08-14T00:00:00Z,PT,FEMALE,pt,"['pt', 'en']",3780-351
173,1,e6783b9777fc999022cf7b88c886283a,['es'],2000-12-12T00:00:00Z,MX,FEMALE,es,['es'],61650
174,1,414887d3c3b49bb9a3431a23edbcfb95,"['it', 'en']",2000-11-24T00:00:00Z,IT,FEMALE,it,['it'],18038
175,1,8d7d058e1e5dac43f496f4aa0a3fa881,['th'],1989-06-13T00:00:00Z,TH,MALE,th,['th'],80120
176,1,499cb91a524481692e299966f206e302,"['fr', 'en']",2001-09-25T00:00:00Z,FR,FEMALE,fr,"['fr', 'en']",18000
177,41,6c13a9af6bee166ddaba1e1d75ae92ce,"['en', 'fr']",1997-01-02T00:00:00Z,CA,MALE,en,['en'],L6H2S2
178,1,072ee834d4c2377ad8bdef17f5f61cdc,"['nl', 'fr', 'en']",2001-04-13T00:00:00Z,BE,MALE,fr,['fr'],6180
179,1,ef4dd31ac34a2b1f14c9f8c75a25b75f,"['es', 'en']",2003-07-16T00:00:00Z,ES,MALE,es,['es'],04230
180,1,43e95b554211b67e183a7e717adbd5ea,['es'],1990-02-20T00:00:00Z,MX,FEMALE,es,['es'],66422
181,1,a20292e98353d1f84ace502f241a18d2,"['fr', 'en']",2002-04-05T00:00:00Z,FR,MALE,fr,['fr'],75010
182,34,7fca883a283f67650c4350bc4b8e19a3,"['en', 'hi', 'te', 'ta']",2002-11-25T00:00:00Z,IN,MALE,en,['en'],143602
183,1,882f4e67fb889ac8ccafb5a6961bec8c,"['es', 'en']",1990-04-18T00:00:00Z,ES,FEMALE,es,"['es', 'en']",08003
184,1,03f0e9c1b3e8faf50a5e0f499f40a6ea,['id'],1998-04-07T00:00:00Z,ID,MALE,id,['id'],41285
185,1,11f7c52db93c5451a208c5b2ecfd6174,"['es', 'en']",1984-11-21T00:00:00Z,MX,FEMALE,es,['es'],72080
186,1,7b2de267afd677e41fb7f1695ef8f98b,"['fr', 'en']",2001-07-05T00:00:00Z,FR,FEMALE,fr,['fr'],34000
187,1,1a01736342b854243b4448fa9acda2ec,"['fr', 'en']",2000-03-05T00:00:00Z,FR,FEMALE,fr,"['fr', 'en']",94700
188,1,b2a385efb3098ecfde757a73a9d6045e,"['id', 'en']",1985-10-23T00:00:00Z,ID,FEMALE,id,['id'],20151
189,1,f7accc5c039cb1556872c39258fb944c,"['id', 'en']",2000-12-23T00:00:00Z,ID,FEMALE,id,['id'],63181
190,1,1355669152a28061caf0cdf2a06357fb,['es'],1996-09-17T00:00:00Z,MX,MALE,es,['es'],54469
191,1,310b0308788125c88a491e3f8966cb9e,['es'],2002-05-11T00:00:00Z,MX,FEMALE,es,['es'],77535
192,110,b6632823c418c75349994d7c6b3e6858,"['pt', 'en']",1994-03-21T00:00:00Z,BR,MALE,pt,['pt'],60000-000
193,1,89d884b2059443b087b24e454da6831c,"['it', 'en']",2002-09-24T00:00:00Z,IT,MALE,it,['it'],84013
194,1,105799faeab9a4c3b401e685c6b51199,['es'],1997-10-16T00:00:00Z,MX,FEMALE,es,['es'],66648
195,1,58bf9a1a00423b58f48d5253909ba721,"['en', 'es']",2000-08-19T00:00:00Z,US,MALE,en,['en'],60617
196,1,ddc73420e2db63d7edc2b3d8ce6cabdc,['en'],2002-10-16T00:00:00Z,GB,FEMALE,en,['en'],E10 6EQ
